Date,Open,High,Low,Close,Adj Close,Volume,Used
2019-01-31,6491.389160,6544.479004,6491.389160,6532.969238,6532.969238,104349100,1
2019-02-01,6552.057129,6581.731934,6516.436035,6538.638184,6538.638184,88866200,1
2019-02-02,,,,,,,0
2019-02-03,,,,,,,0
2019-02-04,6540.773926,6555.986816,6479.049805,6481.451172,6481.451172,89042000,1
2019-02-05,,,,,,,0
2019-02-06,6503.578125,6552.216797,6503.578125,6547.876953,6547.876953,106799500,1
2019-02-07,6556.115234,6563.981934,6517.225098,6536.457031,6536.457031,115112600,1
2019-02-08,6513.743164,6526.866211,6498.964844,6521.663086,6521.663086,96579400,1
2019-02-09,,,,,,,0
2019-02-10,,,,,,,0
2019-02-11,6523.702148,6535.178223,6494.125000,6495.001953,6495.001953,94974200,1
2019-02-12,6503.050781,6513.102051,6392.236816,6426.325195,6426.325195,118209700,1
2019-02-13,6445.179199,6456.570801,6398.892090,6419.116211,6419.116211,122590200,1
2019-02-14,6429.131836,6446.335938,6402.430176,6420.018066,6420.018066,117183600,1
2019-02-15,6425.813965,6433.685059,6374.898926,6389.084961,6389.084961,98204900,1
2019-02-16,,,,,,,0
2019-02-17,,,,,,,0
2019-02-18,6428.275879,6501.027832,6425.916992,6497.814941,6497.814941,97765700,1
2019-02-19,6500.701172,6534.007813,6493.309082,6494.666992,6494.666992,98372900,1
2019-02-20,6521.808105,6552.151855,6483.070801,6512.784180,6512.784180,110588600,1
2019-02-21,6510.573242,6539.067871,6498.990234,6537.766113,6537.766113,102022900,1
2019-02-22,6518.187988,6530.220215,6481.475098,6501.377930,6501.377930,101594400,1
2019-02-23,,,,,,,0
2019-02-24,,,,,,,0
2019-02-25,6522.310059,6538.491211,6507.924805,6525.357910,6525.357910,95685700,1
2019-02-26,6527.721191,6540.950195,6497.757813,6540.950195,6540.950195,111994800,1
2019-02-27,6532.039063,6539.285156,6499.814941,6525.683105,6525.683105,89352100,1
2019-02-28,6526.933105,6526.933105,6433.244141,6443.348145,6443.348145,100223700,1
2019-03-01,6468.620117,6505.096191,6466.157227,6499.883789,6499.883789,78269700,1
2019-03-02,,,,,,,0
2019-03-03,,,,,,,0
2019-03-04,6508.264160,6537.230957,6487.853027,6488.419922,6488.419922,89179000,1
2019-03-05,6485.580078,6485.644043,6409.337891,6441.279785,6441.279785,82023100,1
2019-03-06,6460.807129,6473.012207,6424.257813,6457.956055,6457.956055,91098200,1
2019-03-07,,,,,,,0
2019-03-08,6439.840820,6442.204102,6381.730957,6383.067871,6383.067871,92588600,1
2019-03-09,,,,,,,0
2019-03-10,,,,,,,0
2019-03-11,6418.882813,6420.782227,6366.039063,6366.434082,6366.434082,97316700,1
2019-03-12,6395.880859,6404.430176,6339.967773,6353.773926,6353.773926,84514000,1
2019-03-13,6343.121094,6377.575195,6337.874023,6377.575195,6377.575195,100029400,1
2019-03-14,6374.916992,6413.266113,6372.964844,6413.266113,6413.266113,96692700,1
2019-03-15,6420.182129,6489.194824,6419.644043,6461.183105,6461.183105,122938800,1
2019-03-16,,,,,,,0
2019-03-17,,,,,,,0
2019-03-18,6481.592773,6509.446777,6477.288086,6509.446777,6509.446777,105004500,1
2019-03-19,6515.561035,6522.205078,6473.286133,6480.275879,6480.275879,113972800,1
2019-03-20,6486.882813,6498.425781,6463.943848,6482.709961,6482.709961,106335600,1
2019-03-21,6499.271973,6515.971191,6484.312988,6501.775879,6501.775879,120956200,1
2019-03-22,6510.852051,6525.273926,6491.904785,6525.273926,6525.273926,129537900,1
2019-03-23,,,,,,,0
2019-03-24,,,,,,,0
2019-03-25,6473.855957,6474.647949,6391.519043,6411.250977,6411.250977,105721300,1
2019-03-26,6440.916016,6478.047852,6439.582031,6469.999023,6469.999023,85932800,1
2019-03-27,6480.557129,6485.425781,6443.974121,6444.737793,6444.737793,90444600,1
2019-03-28,6460.486816,6480.788086,6445.358887,6480.788086,6480.788086,92075400,1
2019-03-29,6480.982910,6485.958984,6440.916992,6468.754883,6468.754883,102927100,1
2019-03-30,,,,,,,0
2019-03-31,,,,,,,0
2019-04-01,6485.721191,6492.911133,6444.844238,6452.610840,6452.610840,93229400,1
2019-04-02,6476.623047,6490.073242,6454.983887,6476.065918,6476.065918,97657900,1
2019-04-03,,,,,,,0
2019-04-04,6489.785156,6505.798828,6480.075195,6494.629883,6494.629883,115935300,1
2019-04-05,6501.099121,6506.800781,6473.955078,6474.018066,6474.018066,104044400,1
2019-04-06,,,,,,,0
2019-04-07,,,,,,,0
2019-04-08,6480.184082,6484.147949,6390.709961,6425.733887,6425.733887,104784600,1
2019-04-09,6434.618164,6484.390137,6429.535156,6484.348145,6484.348145,103220100,1
2019-04-10,6476.779785,6487.755859,6456.666016,6478.326172,6478.326172,85785100,1
2019-04-11,6468.255859,6472.729980,6410.166016,6410.166016,6410.166016,98465700,1
2019-04-12,6395.073242,6422.271973,6394.914063,6405.866211,6405.866211,115690900,1
2019-04-13,,,,,,,0
2019-04-14,,,,,,,0
2019-04-15,6426.904785,6442.034180,6415.115234,6435.150879,6435.150879,89372600,1
2019-04-16,6440.721191,6485.121094,6438.396973,6481.541016,6481.541016,113905400,1
2019-04-17,,,,,,,0
2019-04-18,6568.845215,6636.332031,6487.227051,6507.221191,6507.221191,112896400,1
2019-04-19,,,,,,,0
2019-04-20,,,,,,,0
2019-04-21,,,,,,,0
2019-04-22,6511.085938,6516.242188,6410.039063,6414.743164,6414.743164,94956300,1
2019-04-23,6420.163086,6482.818848,6415.455078,6462.821777,6462.821777,105904400,1
2019-04-24,6460.265137,6472.527832,6433.972168,6447.884766,6447.884766,95981100,1
2019-04-25,6423.837891,6431.591797,6353.283203,6372.787109,6372.787109,95830800,1
2019-04-26,6349.923828,6401.080078,6321.660156,6401.080078,6401.080078,84764000,1
2019-04-27,,,,,,,0
2019-04-28,,,,,,,0
2019-04-29,6388.381836,6428.344238,6376.705078,6425.895020,6425.895020,87784100,1
2019-04-30,6437.975098,6457.821777,6428.251953,6455.352051,6455.352051,94646800,1
2019-05-01,,,,,,,0
2019-05-02,6458.121094,6465.772949,6363.040039,6374.421875,6374.421875,105193000,1
2019-05-03,6366.750000,6367.620117,6261.250000,6319.458984,6319.458984,93047100,1
2019-05-04,,,,,,,0
2019-05-05,,,,,,,0
2019-05-06,6254.811035,6263.086914,6207.623047,6256.352051,6256.352051,76667800,1
2019-05-07,6271.961914,6310.939941,6268.319824,6297.317871,6297.317871,99893700,1
2019-05-08,6260.696777,6270.883789,6231.362793,6270.202148,6270.202148,92019200,1
2019-05-09,6242.180176,6259.626953,6195.386230,6198.804199,6198.804199,92161300,1
2019-05-10,6203.103027,6232.664063,6149.220215,6209.118164,6209.118164,83315100,1
2019-05-11,,,,,,,0
2019-05-12,,,,,,,0
2019-05-13,6225.395020,6238.262207,6135.395996,6135.395996,6135.395996,73081800,1
2019-05-14,6081.401855,6101.089844,6033.618164,6071.202148,6071.202148,102612300,1
2019-05-15,6091.643066,6107.439941,5980.884766,5980.884766,5980.884766,90189500,1
2019-05-16,5969.855957,6009.627930,5889.555176,5895.737793,5895.737793,90700800,1
2019-05-17,5930.269043,5936.970215,5826.868164,5826.868164,5826.868164,88536300,1
2019-05-18,,,,,,,0
2019-05-19,,,,,,,0
2019-05-20,5822.474121,5930.154785,5767.400879,5907.121094,5907.121094,88516800,1
2019-05-21,5925.416016,5996.540039,5925.416016,5951.372070,5951.372070,88868800,1
2019-05-22,5948.382813,5966.797852,5918.899902,5939.636230,5939.636230,73752300,1
2019-05-23,5944.032227,6044.571777,5942.171875,6032.695801,6032.695801,80007700,1
2019-05-24,6042.575195,6080.191895,6037.080078,6057.353027,6057.353027,94909100,1
2019-05-25,,,,,,,0
2019-05-26,,,,,,,0
2019-05-27,6056.414063,6114.530762,6054.768066,6098.974121,6098.974121,79120000,1
2019-05-28,6101.842773,6118.905762,6033.142090,6033.142090,6033.142090,107550600,1
2019-05-29,6059.530762,6112.431152,6054.570801,6104.105957,6104.105957,79068400,1
2019-05-30,,,,,,,0
2019-05-31,6110.520020,6209.117188,6110.478027,6209.117188,6209.117188,94994300,1
2019-06-01,,,,,,,0
2019-06-02,,,,,,,0
2019-06-03,,,,,,,0
2019-06-04,,,,,,,0
2019-06-05,,,,,,,0
2019-06-06,,,,,,,0
2019-06-07,,,,,,,0
2019-06-08,,,,,,,0
2019-06-09,,,,,,,0
2019-06-10,6277.292969,6334.645020,6276.279785,6289.609863,6289.609863,94734500,1
2019-06-11,6286.799805,6310.000000,6255.264160,6305.992188,6305.992188,86434200,1
2019-06-12,6270.352051,6296.817871,6257.438965,6276.176758,6276.176758,90308800,1
2019-06-13,6282.607910,6284.458008,6250.117188,6273.082031,6273.082031,95630400,1
2019-06-14,6278.025879,6294.648926,6234.985840,6250.265137,6250.265137,86134100,1
2019-06-15,,,,,,,0
2019-06-16,,,,,,,0
2019-06-17,6259.535156,6263.499023,6190.524902,6190.524902,6190.524902,94608600,1
2019-06-18,6195.133789,6257.330078,6195.133789,6257.330078,6257.330078,94426600,1
2019-06-19,6289.452148,6339.262207,6289.452148,6339.262207,6339.262207,104524400,1
2019-06-20,6346.013184,6357.459961,6311.251953,6335.698242,6335.698242,93519900,1
2019-06-21,6343.481934,6352.528809,6269.690918,6315.436035,6315.436035,111701800,1
2019-06-22,,,,,,,0
2019-06-23,,,,,,,0
2019-06-24,6307.926758,6320.535156,6280.222168,6288.464844,6288.464844,113990600,1
2019-06-25,6312.101074,6327.981934,6308.002930,6320.444824,6320.444824,104114600,1
2019-06-26,6323.811035,6334.179199,6303.349121,6310.488770,6310.488770,117335500,1
2019-06-27,6324.692871,6357.928223,6320.089844,6352.709961,6352.709961,99586800,1
2019-06-28,6367.018066,6377.350098,6351.505859,6358.628906,6358.628906,106200900,1
2019-06-29,,,,,,,0
2019-06-30,,,,,,,0
2019-07-01,6381.181152,6395.625977,6369.192871,6379.687988,6379.687988,128295500,1
2019-07-02,6388.222168,6394.454102,6365.372070,6384.897949,6384.897949,128839600,1
2019-07-03,6362.958008,6385.373047,6334.748047,6362.622070,6362.622070,115118100,1
2019-07-04,6364.067871,6385.128906,6359.415039,6375.966797,6375.966797,138923400,1
2019-07-05,6373.317871,6386.644043,6362.924805,6373.477051,6373.477051,132400300,1
2019-07-06,,,,,,,0
2019-07-07,,,,,,,0
2019-07-08,6360.213867,6367.361816,6324.721191,6351.827148,6351.827148,106782100,1
2019-07-09,6351.484863,6388.323242,6351.422852,6388.323242,6388.323242,120669200,1
2019-07-10,6393.189941,6412.824219,6393.189941,6410.683105,6410.683105,116571800,1
2019-07-11,6424.628906,6434.908203,6397.222168,6417.065918,6417.065918,123096800,1
2019-07-12,6414.198242,6425.317871,6369.496094,6373.345215,6373.345215,132748400,1
2019-07-13,,,,,,,0
2019-07-14,,,,,,,0
2019-07-15,6408.308105,6439.192871,6405.450195,6418.233887,6418.233887,138330000,1
2019-07-16,6414.729004,6428.268066,6389.397949,6401.879883,6401.879883,120399800,1
2019-07-17,6395.463867,6403.500977,6377.502930,6394.608887,6394.608887,142137300,1
2019-07-18,6385.058105,6407.256836,6375.617188,6403.293945,6403.293945,150696400,1
2019-07-19,6417.442871,6456.539063,6417.442871,6456.539063,6456.539063,129678900,1
2019-07-20,,,,,,,0
2019-07-21,,,,,,,0
2019-07-22,6461.411133,6468.247070,6420.349121,6433.546875,6433.546875,125797900,1
2019-07-23,6443.710938,6454.088867,6396.674805,6403.810059,6403.810059,129238000,1
2019-07-24,6413.319824,6419.221191,6380.011230,6384.986816,6384.986816,149335200,1
2019-07-25,6392.388184,6412.714844,6386.291016,6401.365234,6401.365234,124582800,1
2019-07-26,6379.204102,6385.587891,6314.410156,6325.236816,6325.236816,122282900,1
2019-07-27,,,,,,,0
2019-07-28,,,,,,,0
2019-07-29,6336.845215,6349.367188,6283.602051,6299.035156,6299.035156,126988300,1
2019-07-30,6317.573242,6376.996094,6317.036133,6376.996094,6376.996094,127506100,1
2019-07-31,6362.108887,6390.504883,6348.997070,6390.504883,6390.504883,114214500,1
2019-08-01,6385.264160,6404.581055,6372.705078,6381.541992,6381.541992,107634100,1
2019-08-02,6341.123047,6353.110840,6317.270996,6340.180176,6340.180176,93321300,1
2019-08-03,,,,,,,0
2019-08-04,,,,,,,0
2019-08-05,6311.164063,6315.062988,6175.703125,6175.703125,6175.703125,122385300,1
2019-08-06,6105.090820,6157.762207,6022.599121,6119.471191,6119.471191,113648900,1
2019-08-07,6155.828125,6221.661133,6153.644043,6204.194824,6204.194824,115751900,1
2019-08-08,6224.897949,6281.100098,6224.897949,6274.670898,6274.670898,108941500,1
2019-08-09,6300.092773,6319.439941,6280.667969,6282.131836,6282.131836,102271800,1
2019-08-10,,,,,,,0
2019-08-11,,,,,,,0
2019-08-12,6300.672852,6309.102051,6245.276855,6250.595215,6250.595215,98246100,1
2019-08-13,6251.308105,6251.308105,6198.065918,6210.961914,6210.961914,106057400,1
2019-08-14,6255.509766,6274.575195,6240.204102,6267.334961,6267.334961,116897700,1
2019-08-15,6192.456055,6257.585938,6161.665039,6257.585938,6257.585938,118749900,1
2019-08-16,6264.379883,6292.375000,6235.701172,6286.657227,6286.657227,122425200,1
2019-08-17,,,,,,,0
2019-08-18,,,,,,,0
2019-08-19,6310.632813,6329.738770,6284.775879,6296.714844,6296.714844,107478400,1
2019-08-20,6311.907227,6317.690918,6279.564941,6295.737793,6295.737793,115615800,1
2019-08-21,6290.811035,6308.352051,6247.990234,6252.966797,6252.966797,97455300,1
2019-08-22,6257.556152,6265.957031,6210.537109,6239.245117,6239.245117,102340600,1
2019-08-23,6228.129883,6255.597168,6204.187988,6255.597168,6255.597168,104137900,1
2019-08-24,,,,,,,0
2019-08-25,,,,,,,0
2019-08-26,6193.230957,6230.314941,6149.020020,6214.509766,6214.509766,120581400,1
2019-08-27,6244.573242,6289.884766,6223.744141,6278.170898,6278.170898,117748900,1
2019-08-28,6289.650879,6306.329102,6267.194824,6281.645996,6281.645996,107048900,1
2019-08-29,6288.186035,6306.895996,6276.420898,6289.119141,6289.119141,111978400,1
2019-08-30,6316.119141,6329.883789,6305.037109,6328.470215,6328.470215,132856400,1
2019-08-31,,,,,,,0
2019-09-01,,,,,,,0
2019-09-02,6331.147949,6338.112793,6281.604980,6290.545898,6290.545898,126521700,1
2019-09-03,6293.361816,6310.630859,6248.796875,6261.589844,6261.589844,122848800,1
2019-09-04,6266.764160,6273.604004,6239.000977,6269.664063,6269.664063,111903900,1
2019-09-05,6294.283203,6307.348145,6281.954102,6306.803223,6306.803223,110321300,1
2019-09-06,6329.412109,6336.912109,6305.017090,6308.950195,6308.950195,114218400,1
2019-09-07,,,,,,,0
2019-09-08,,,,,,,0
2019-09-09,6328.282227,6333.896973,6306.735840,6326.212891,6326.212891,109132800,1
2019-09-10,6331.726074,6342.005859,6311.340820,6336.672852,6336.672852,113186400,1
2019-09-11,6334.591797,6381.954102,6328.687988,6381.954102,6381.954102,136654000,1
2019-09-12,6398.995117,6414.483887,6337.523926,6342.173828,6342.173828,111986600,1
2019-09-13,6369.422852,6375.804199,6318.919922,6334.842773,6334.842773,106712000,1
2019-09-14,,,,,,,0
2019-09-15,,,,,,,0
2019-09-16,6262.288086,6266.140137,6193.513184,6219.435059,6219.435059,102809600,1
2019-09-17,6215.236816,6240.348145,6205.301758,6236.689941,6236.689941,112446500,1
2019-09-18,6238.705078,6276.632813,6236.476074,6276.632813,6276.632813,108718500,1
2019-09-19,6274.178223,6282.062988,6242.893066,6244.470215,6244.470215,106914500,1
2019-09-20,6248.974121,6256.821777,6213.243164,6231.473145,6231.473145,134219300,1
2019-09-21,,,,,,,0
2019-09-22,,,,,,,0
2019-09-23,6240.144043,6247.577148,6197.388184,6206.199219,6206.199219,118747800,1
2019-09-24,6188.769043,6194.589844,6115.950195,6137.607910,6137.607910,90097100,1
2019-09-25,6121.490234,6146.403809,6086.001953,6146.403809,6146.403809,91732400,1
2019-09-26,6168.667969,6230.333984,6165.925781,6230.333984,6230.333984,105163800,1
2019-09-27,6213.932129,6219.770020,6191.664063,6196.889160,6196.889160,112420600,1
2019-09-28,,,,,,,0
2019-09-29,,,,,,,0
2019-09-30,6190.372070,6195.728027,6152.496094,6169.102051,6169.102051,93299700,1
2019-10-01,6163.979004,6176.605957,6134.770020,6138.250000,6138.250000,99171900,1
2019-10-02,6124.442871,6153.996094,6051.687988,6055.424805,6055.424805,116223100,1
2019-10-03,6033.026855,6050.604004,5997.691895,6038.528809,6038.528809,121133700,1
2019-10-04,6052.747070,6076.560059,6046.129883,6061.251953,6061.251953,111920200,1
2019-10-05,,,,,,,0
2019-10-06,,,,,,,0
2019-10-07,6077.740234,6084.165039,5988.872070,6000.582031,6000.582031,127549800,1
2019-10-08,6021.692871,6046.458008,6009.381836,6039.601074,6039.601074,124640500,1
2019-10-09,6030.458984,6047.792969,6017.359863,6029.160156,6029.160156,111759600,1
2019-10-10,6023.976074,6044.113770,6018.445801,6023.641113,6023.641113,89240100,1
2019-10-11,6033.321777,6109.118164,6033.321777,6105.799805,6105.799805,105411100,1
2019-10-12,,,,,,,0
2019-10-13,,,,,,,0
2019-10-14,6129.233887,6153.578125,6099.238770,6126.876953,6126.876953,118521000,1
2019-10-15,6130.299805,6158.166016,6118.262207,6158.166016,6158.166016,118739300,1
2019-10-16,6170.562012,6183.583984,6143.846191,6169.591797,6169.591797,114463100,1
2019-10-17,6169.903809,6197.935059,6161.392090,6181.014160,6181.014160,119164000,1
2019-10-18,6185.214844,6201.174805,6178.498047,6191.946777,6191.946777,125611600,1
2019-10-19,,,,,,,0
2019-10-20,,,,,,,0
2019-10-21,6207.889160,6228.227051,6187.360840,6198.986816,6198.986816,146413800,1
2019-10-22,6207.492188,6229.398926,6178.555176,6225.497070,6225.497070,114083500,1
2019-10-23,6224.417969,6257.806152,6197.954102,6257.806152,6257.806152,135886700,1
2019-10-24,6271.514160,6339.646973,6270.186035,6339.646973,6339.646973,130619300,1
2019-10-25,6342.608887,6348.314941,6243.246094,6252.345215,6252.345215,151346100,1
2019-10-26,,,,,,,0
2019-10-27,,,,,,,0
2019-10-28,6256.790039,6278.163086,6243.349121,6265.383789,6265.383789,145042900,1
2019-10-29,6267.680176,6281.138184,6245.937988,6281.138184,6281.138184,148492100,1
2019-10-30,6302.087891,6304.049805,6264.938965,6295.747070,6295.747070,139603200,1
2019-10-31,6290.566895,6301.592773,6216.290039,6228.316895,6228.316895,163955700,1
2019-11-01,6225.814941,6228.411133,6193.887207,6207.190918,6207.190918,142104600,1
2019-11-02,,,,,,,0
2019-11-03,,,,,,,0
2019-11-04,6219.126953,6242.083984,6180.344238,6180.344238,6180.344238,103975100,1
2019-11-05,6204.438965,6264.151855,6195.304199,6264.151855,6264.151855,95988100,1
2019-11-06,6273.917969,6274.291992,6198.496094,6217.544922,6217.544922,70278100,1
2019-11-07,6234.604004,6235.638184,6119.420898,6165.624023,6165.624023,67284200,1
2019-11-08,6165.766113,6180.199219,6139.823242,6177.985840,6177.985840,60698400,1
2019-11-09,,,,,,,0
2019-11-10,,,,,,,0
2019-11-11,6171.437012,6182.815918,6127.876953,6148.740234,6148.740234,47286600,1
2019-11-12,6135.493164,6180.992188,6133.534180,6180.992188,6180.992188,57719100,1
2019-11-13,6177.660156,6183.827148,6132.252930,6142.500977,6142.500977,51900400,1
2019-11-14,6137.535156,6146.397949,6062.979980,6098.950195,6098.950195,72169800,1
2019-11-15,6115.758789,6137.355957,6092.616211,6128.345215,6128.345215,46157800,1
2019-11-16,,,,,,,0
2019-11-17,,,,,,,0
2019-11-18,6126.413086,6134.314941,6098.081055,6122.625000,6122.625000,47079600,1
2019-11-19,6136.937012,6152.089844,6113.333008,6152.089844,6152.089844,51414200,1
2019-11-20,6136.252930,6167.411133,6123.584961,6155.108887,6155.108887,51663000,1
2019-11-21,6135.764160,6137.270996,6099.567871,6117.363770,6117.363770,50800300,1
2019-11-22,6115.791016,6122.480957,6086.827148,6100.242188,6100.242188,51362000,1
2019-11-23,,,,,,,0
2019-11-24,,,,,,,0
2019-11-25,6094.748047,6105.097168,6052.265137,6070.762207,6070.762207,48496000,1
2019-11-26,6091.237793,6096.661133,6026.187988,6026.187988,6026.187988,81161800,1
2019-11-27,6025.940918,6052.492188,6002.987793,6023.039063,6023.039063,57364300,1
2019-11-28,6013.270996,6036.828125,5945.750000,5953.060059,5953.060059,51713900,1
2019-11-29,5949.883789,6015.699219,5939.403809,6011.830078,6011.830078,51024700,1
2019-11-30,,,,,,,0
2019-12-01,,,,,,,0
2019-12-02,6023.611816,6130.055176,6023.009766,6130.055176,6130.055176,52565500,1
2019-12-03,6119.901855,6148.366211,6107.642090,6133.895996,6133.895996,52634500,1
2019-12-04,6121.333008,6127.977051,6095.306152,6112.878906,6112.878906,50339400,1
2019-12-05,6132.039063,6157.931152,6131.588867,6152.117188,6152.117188,52261600,1
2019-12-06,6160.783203,6186.868164,6145.119141,6186.868164,6186.868164,49098600,1
2019-12-07,,,,,,,0
2019-12-08,,,,,,,0
2019-12-09,6194.082031,6210.778809,6180.836914,6193.791016,6193.791016,54834500,1
2019-12-10,6186.752930,6205.133789,6179.518066,6183.504883,6183.504883,51058500,1
2019-12-11,6190.577148,6204.604004,6171.926758,6180.099121,6180.099121,49556800,1
2019-12-12,6185.417969,6201.023926,6139.396973,6139.396973,6139.396973,51845400,1
2019-12-13,6181.055176,6197.317871,6167.640137,6197.317871,6197.317871,48546800,1
2019-12-14,,,,,,,0
2019-12-15,,,,,,,0
2019-12-16,6197.313965,6237.916016,6197.313965,6211.591797,6211.591797,55299700,1
2019-12-17,6223.442871,6244.352051,6205.627930,6244.352051,6244.352051,53264500,1
2019-12-18,6287.250000,6287.250000,6287.250000,6287.250000,6287.250000,0,1
2019-12-19,6274.388184,6281.416016,6235.844238,6249.930176,6249.930176,47624800,1
2019-12-20,6257.160156,6284.372070,6231.465820,6284.372070,6284.372070,52766200,1
2019-12-21,,,,,,,0
2019-12-22,,,,,,,0
2019-12-23,6309.670898,6315.721191,6270.539063,6305.910156,6305.910156,39077900,1
2019-12-24,,,,,,,0
2019-12-25,,,,,,,0
2019-12-26,6303.059082,6326.268066,6303.059082,6319.442871,6319.442871,33608900,1
2019-12-27,6321.568848,6337.335938,6312.380859,6329.313965,6329.313965,42100200,1
2019-12-28,,,,,,,0
2019-12-29,,,,,,,0
2019-12-30,6329.134766,6336.919922,6289.546875,6299.539063,6299.539063,47557400,1
2019-12-31,,,,,,,0
2020-01-01,,,,,,,0
2020-01-02,6313.127930,6317.013184,6263.675781,6283.581055,6283.581055,33043700,1
